epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
746,585.354,0.4662,0.50324,0.87438,0.9363,0.95737,0.98418,0.91727,0.3533,0.44291,0.82505,8.67274e-05,8.67274e-05,8.67274e-05
747,586.156,0.46133,0.52476,0.8519,0.9363,0.95737,0.98418,0.91727,0.3533,0.44291,0.82505,8.53526e-05,8.53526e-05,8.53526e-05
748,586.951,0.39472,0.46548,0.8468,0.89259,0.97802,0.98156,0.91294,0.35282,0.44093,0.82509,8.39777e-05,8.39777e-05,8.39777e-05
749,587.767,0.38946,0.46975,0.84707,0.89259,0.97802,0.98156,0.91294,0.35282,0.44093,0.82509,8.26028e-05,8.26028e-05,8.26028e-05
750,588.54,0.46334,0.52562,0.86152,0.89259,0.97802,0.98156,0.91294,0.35282,0.44093,0.82509,8.1228e-05,8.1228e-05,8.1228e-05
751,589.339,0.53839,0.54333,0.85206,0.89259,0.97802,0.98156,0.91294,0.35282,0.44093,0.82509,7.98531e-05,7.98531e-05,7.98531e-05
752,590.152,0.40232,0.49121,0.86103,0.89252,0.97728,0.98149,0.91299,0.35108,0.43886,0.82511,7.84783e-05,7.84783e-05,7.84783e-05
753,590.924,0.43332,0.50925,0.83249,0.89252,0.97728,0.98149,0.91299,0.35108,0.43886,0.82511,7.71034e-05,7.71034e-05,7.71034e-05
754,591.707,0.47647,0.51121,0.85158,0.89252,0.97728,0.98149,0.91299,0.35108,0.43886,0.82511,7.57285e-05,7.57285e-05,7.57285e-05
755,592.456,0.4879,0.53869,0.84217,0.89252,0.97728,0.98149,0.91299,0.35108,0.43886,0.82511,7.43537e-05,7.43537e-05,7.43537e-05
756,593.267,0.53872,0.51898,0.86453,0.93256,0.95791,0.98252,0.91577,0.35185,0.43791,0.82529,7.29788e-05,7.29788e-05,7.29788e-05
757,594.037,0.42455,0.50065,0.84578,0.93256,0.95791,0.98252,0.91577,0.35185,0.43791,0.82529,7.1604e-05,7.1604e-05,7.1604e-05
758,594.812,0.45712,0.53824,0.89201,0.93256,0.95791,0.98252,0.91577,0.35185,0.43791,0.82529,7.02291e-05,7.02291e-05,7.02291e-05
759,595.581,0.45399,0.48953,0.87345,0.93256,0.95791,0.98252,0.91577,0.35185,0.43791,0.82529,6.88542e-05,6.88542e-05,6.88542e-05
760,596.383,0.41154,0.52296,0.84469,0.89442,0.97393,0.98195,0.91286,0.35217,0.4374,0.82549,6.74794e-05,6.74794e-05,6.74794e-05
761,597.148,0.40688,0.48205,0.85547,0.89442,0.97393,0.98195,0.91286,0.35217,0.4374,0.82549,6.61045e-05,6.61045e-05,6.61045e-05
762,597.929,0.48248,0.51869,0.87219,0.89442,0.97393,0.98195,0.91286,0.35217,0.4374,0.82549,6.47296e-05,6.47296e-05,6.47296e-05
763,598.695,0.46644,0.49549,0.86097,0.89442,0.97393,0.98195,0.91286,0.35217,0.4374,0.82549,6.33548e-05,6.33548e-05,6.33548e-05
764,599.466,0.43815,0.47503,0.87716,0.93765,0.95566,0.98461,0.91556,0.35183,0.43766,0.82541,6.19799e-05,6.19799e-05,6.19799e-05
765,600.229,0.43082,0.48963,0.85099,0.93765,0.95566,0.98461,0.91556,0.35183,0.43766,0.82541,6.06051e-05,6.06051e-05,6.06051e-05
766,600.988,0.44365,0.53541,0.86565,0.93765,0.95566,0.98461,0.91556,0.35183,0.43766,0.82541,5.92302e-05,5.92302e-05,5.92302e-05
767,601.725,0.42243,0.50383,0.87494,0.93765,0.95566,0.98461,0.91556,0.35183,0.43766,0.82541,5.78553e-05,5.78553e-05,5.78553e-05
768,602.506,0.41456,0.49155,0.86409,0.89866,0.96976,0.98216,0.91088,0.35331,0.43873,0.82531,5.64805e-05,5.64805e-05,5.64805e-05
769,603.28,0.47636,0.47863,0.86165,0.89866,0.96976,0.98216,0.91088,0.35331,0.43873,0.82531,5.51056e-05,5.51056e-05,5.51056e-05
770,604.043,0.45937,0.49739,0.86159,0.89866,0.96976,0.98216,0.91088,0.35331,0.43873,0.82531,5.37307e-05,5.37307e-05,5.37307e-05
771,604.839,0.45977,0.56864,0.8556,0.89866,0.96976,0.98216,0.91088,0.35331,0.43873,0.82531,5.23559e-05,5.23559e-05,5.23559e-05
772,605.632,0.42635,0.51517,0.83276,0.94097,0.95302,0.98468,0.91393,0.35481,0.43992,0.82539,5.0981e-05,5.0981e-05,5.0981e-05
773,606.429,0.41858,0.47661,0.85943,0.94097,0.95302,0.98468,0.91393,0.35481,0.43992,0.82539,4.96062e-05,4.96062e-05,4.96062e-05
774,607.231,0.51303,0.53108,0.86731,0.94097,0.95302,0.98468,0.91393,0.35481,0.43992,0.82539,4.82313e-05,4.82313e-05,4.82313e-05
775,608.006,0.43272,0.48492,0.86245,0.94097,0.95302,0.98468,0.91393,0.35481,0.43992,0.82539,4.68564e-05,4.68564e-05,4.68564e-05
776,608.777,0.41529,0.57009,0.8461,0.9423,0.95212,0.98451,0.91397,0.35567,0.44018,0.82534,4.54816e-05,4.54816e-05,4.54816e-05
777,609.565,0.52282,0.53231,0.84837,0.9423,0.95212,0.98451,0.91397,0.35567,0.44018,0.82534,4.41067e-05,4.41067e-05,4.41067e-05
778,610.333,0.45157,0.50583,0.86593,0.9423,0.95212,0.98451,0.91397,0.35567,0.44018,0.82534,4.27318e-05,4.27318e-05,4.27318e-05
779,611.104,0.47458,0.47383,0.85871,0.9423,0.95212,0.98451,0.91397,0.35567,0.44018,0.82534,4.1357e-05,4.1357e-05,4.1357e-05
780,611.898,0.5063,0.54688,0.86125,0.94535,0.94812,0.98449,0.91455,0.35607,0.44041,0.82505,3.99821e-05,3.99821e-05,3.99821e-05
781,612.683,0.36079,0.45186,0.86669,0.94535,0.94812,0.98449,0.91455,0.35607,0.44041,0.82505,3.86073e-05,3.86073e-05,3.86073e-05
782,613.478,0.46314,0.50976,0.85829,0.94535,0.94812,0.98449,0.91455,0.35607,0.44041,0.82505,3.72324e-05,3.72324e-05,3.72324e-05
783,614.228,0.35367,0.47889,0.86054,0.94535,0.94812,0.98449,0.91455,0.35607,0.44041,0.82505,3.58575e-05,3.58575e-05,3.58575e-05
784,615.013,0.46264,0.49058,0.87703,0.90446,0.96501,0.98151,0.91166,0.35399,0.44051,0.82459,3.44827e-05,3.44827e-05,3.44827e-05
785,615.766,0.40243,0.45292,0.85535,0.90446,0.96501,0.98151,0.91166,0.35399,0.44051,0.82459,3.31078e-05,3.31078e-05,3.31078e-05
786,616.533,0.40648,0.49032,0.89693,0.90446,0.96501,0.98151,0.91166,0.35399,0.44051,0.82459,3.17329e-05,3.17329e-05,3.17329e-05
787,617.283,0.48128,0.50659,0.85234,0.90446,0.96501,0.98151,0.91166,0.35399,0.44051,0.82459,3.03581e-05,3.03581e-05,3.03581e-05
788,618.048,0.44114,0.48489,0.87507,0.90284,0.9648,0.98168,0.91374,0.35174,0.43993,0.82411,2.89832e-05,2.89832e-05,2.89832e-05
789,618.796,0.41203,0.4917,0.83899,0.90284,0.9648,0.98168,0.91374,0.35174,0.43993,0.82411,2.76084e-05,2.76084e-05,2.76084e-05
790,619.548,0.35294,0.44345,0.86778,0.90284,0.9648,0.98168,0.91374,0.35174,0.43993,0.82411,2.62335e-05,2.62335e-05,2.62335e-05
791,627.123,0.4322,0.51623,0.86816,0.90284,0.9648,0.98168,0.91374,0.35174,0.43993,0.82411,2.48586e-05,2.48586e-05,2.48586e-05
792,627.932,0.46463,0.52926,0.86551,0.9516,0.9326,0.98421,0.91677,0.35121,0.43953,0.8238,2.34838e-05,2.34838e-05,2.34838e-05
793,628.701,0.43209,0.54434,0.84214,0.9516,0.9326,0.98421,0.91677,0.35121,0.43953,0.8238,2.21089e-05,2.21089e-05,2.21089e-05
794,629.443,0.46199,0.58204,0.86234,0.9516,0.9326,0.98421,0.91677,0.35121,0.43953,0.8238,2.0734e-05,2.0734e-05,2.0734e-05
795,630.19,0.41937,0.51804,0.85713,0.9516,0.9326,0.98421,0.91677,0.35121,0.43953,0.8238,1.93592e-05,1.93592e-05,1.93592e-05
796,630.944,0.44579,0.53548,0.82858,0.90592,0.9622,0.97898,0.91337,0.35234,0.4395,0.82371,1.79843e-05,1.79843e-05,1.79843e-05
797,631.685,0.40541,0.51664,0.82326,0.90592,0.9622,0.97898,0.91337,0.35234,0.4395,0.82371,1.66095e-05,1.66095e-05,1.66095e-05
798,632.55,0.44246,0.5433,0.84776,0.90592,0.9622,0.97898,0.91337,0.35234,0.4395,0.82371,1.52346e-05,1.52346e-05,1.52346e-05
799,633.28,0.40201,0.49511,0.85072,0.90592,0.9622,0.97898,0.91337,0.35234,0.4395,0.82371,1.38597e-05,1.38597e-05,1.38597e-05
800,634.022,0.40024,0.5098,0.84192,0.95916,0.92501,0.98123,0.91448,0.35396,0.43944,0.82363,1.24849e-05,1.24849e-05,1.24849e-05
