epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,144.297,0.64398,0.74127,0.92663,0.88642,0.9158,0.96264,0.807,0.65069,0.72604,0.89914,0.000858025,0.000858025,0.000858025
186,145.074,0.82879,0.91916,0.96433,0.88642,0.9158,0.96264,0.807,0.65069,0.72604,0.89914,0.00085665,0.00085665,0.00085665
187,145.837,0.60481,0.78206,0.9519,0.88642,0.9158,0.96264,0.807,0.65069,0.72604,0.89914,0.000855276,0.000855276,0.000855276
188,146.618,0.68863,0.73783,0.91966,0.88481,0.92357,0.95996,0.80436,0.66973,0.70179,0.90736,0.000853901,0.000853901,0.000853901
189,147.379,0.65284,0.79321,0.96149,0.88481,0.92357,0.95996,0.80436,0.66973,0.70179,0.90736,0.000852526,0.000852526,0.000852526
190,148.147,0.78807,0.80134,0.96685,0.88481,0.92357,0.95996,0.80436,0.66973,0.70179,0.90736,0.000851151,0.000851151,0.000851151
191,148.906,0.66115,0.75833,0.95277,0.88481,0.92357,0.95996,0.80436,0.66973,0.70179,0.90736,0.000849776,0.000849776,0.000849776
192,149.672,0.74853,0.79659,0.96233,0.90326,0.948,0.97007,0.80336,0.6557,0.69867,0.90005,0.000848401,0.000848401,0.000848401
193,150.446,0.63145,0.75867,0.95668,0.90326,0.948,0.97007,0.80336,0.6557,0.69867,0.90005,0.000847026,0.000847026,0.000847026
194,151.194,0.68104,0.7998,0.93517,0.90326,0.948,0.97007,0.80336,0.6557,0.69867,0.90005,0.000845652,0.000845652,0.000845652
195,151.975,0.75229,0.76395,0.93732,0.90326,0.948,0.97007,0.80336,0.6557,0.69867,0.90005,0.000844277,0.000844277,0.000844277
196,152.753,0.80086,0.78191,0.93401,0.8945,0.89845,0.96391,0.8222,0.61512,0.68985,0.8919,0.000842902,0.000842902,0.000842902
197,153.528,0.73237,0.74569,0.94104,0.8945,0.89845,0.96391,0.8222,0.61512,0.68985,0.8919,0.000841527,0.000841527,0.000841527
198,154.306,0.59931,0.69501,0.91541,0.8945,0.89845,0.96391,0.8222,0.61512,0.68985,0.8919,0.000840152,0.000840152,0.000840152
199,155.111,0.7136,0.72234,0.9328,0.8945,0.89845,0.96391,0.8222,0.61512,0.68985,0.8919,0.000838777,0.000838777,0.000838777
200,155.896,0.60794,0.7189,0.9285,0.87522,0.91603,0.95591,0.82642,0.60397,0.67804,0.89859,0.000837402,0.000837402,0.000837402
201,156.667,0.70759,0.79144,0.9692,0.87522,0.91603,0.95591,0.82642,0.60397,0.67804,0.89859,0.000836027,0.000836027,0.000836027
202,157.465,0.73481,0.72925,1.01742,0.87522,0.91603,0.95591,0.82642,0.60397,0.67804,0.89859,0.000834653,0.000834653,0.000834653
203,158.231,0.73547,0.7536,0.95902,0.87522,0.91603,0.95591,0.82642,0.60397,0.67804,0.89859,0.000833278,0.000833278,0.000833278
204,159.012,0.8406,0.83266,1.01307,0.90134,0.90174,0.95263,0.81599,0.60006,0.67682,0.89471,0.000831903,0.000831903,0.000831903
205,159.765,0.68486,0.70261,0.93373,0.90134,0.90174,0.95263,0.81599,0.60006,0.67682,0.89471,0.000830528,0.000830528,0.000830528
206,160.557,0.78444,0.78406,1.02059,0.90134,0.90174,0.95263,0.81599,0.60006,0.67682,0.89471,0.000829153,0.000829153,0.000829153
207,161.331,0.7275,0.71758,0.9613,0.90134,0.90174,0.95263,0.81599,0.60006,0.67682,0.89471,0.000827778,0.000827778,0.000827778
208,162.102,0.66177,0.78795,1.0133,0.90297,0.91113,0.95876,0.80827,0.64542,0.68992,0.89811,0.000826403,0.000826403,0.000826403
209,162.877,0.74062,0.80592,0.96097,0.90297,0.91113,0.95876,0.80827,0.64542,0.68992,0.89811,0.000825029,0.000825029,0.000825029
210,163.64,0.67762,0.70092,0.96358,0.90297,0.91113,0.95876,0.80827,0.64542,0.68992,0.89811,0.000823654,0.000823654,0.000823654
211,164.39,0.64112,0.6669,0.90563,0.90297,0.91113,0.95876,0.80827,0.64542,0.68992,0.89811,0.000822279,0.000822279,0.000822279
212,165.207,0.77587,0.72992,0.95106,0.89252,0.89505,0.96,0.81234,0.63587,0.72043,0.89499,0.000820904,0.000820904,0.000820904
213,165.977,0.66111,0.82318,0.94317,0.89252,0.89505,0.96,0.81234,0.63587,0.72043,0.89499,0.000819529,0.000819529,0.000819529
214,166.738,0.71571,0.7879,0.96512,0.89252,0.89505,0.96,0.81234,0.63587,0.72043,0.89499,0.000818154,0.000818154,0.000818154
215,167.481,0.65651,0.77937,0.93131,0.89252,0.89505,0.96,0.81234,0.63587,0.72043,0.89499,0.000816779,0.000816779,0.000816779
216,168.273,0.75395,0.79617,0.94023,0.88589,0.92023,0.95978,0.81965,0.62827,0.736,0.89356,0.000815405,0.000815405,0.000815405
217,169.025,0.63705,0.71315,0.95377,0.88589,0.92023,0.95978,0.81965,0.62827,0.736,0.89356,0.00081403,0.00081403,0.00081403
218,169.79,0.7519,0.76335,0.95719,0.88589,0.92023,0.95978,0.81965,0.62827,0.736,0.89356,0.000812655,0.000812655,0.000812655
219,170.545,0.67341,0.7666,0.93974,0.88589,0.92023,0.95978,0.81965,0.62827,0.736,0.89356,0.00081128,0.00081128,0.00081128
220,171.316,0.61521,0.73942,0.94985,0.87868,0.92766,0.96197,0.80909,0.63494,0.7271,0.89379,0.000809905,0.000809905,0.000809905
221,172.058,0.67774,0.70971,0.9665,0.87868,0.92766,0.96197,0.80909,0.63494,0.7271,0.89379,0.00080853,0.00080853,0.00080853
222,172.812,0.72564,0.80458,0.99519,0.87868,0.92766,0.96197,0.80909,0.63494,0.7271,0.89379,0.000807155,0.000807155,0.000807155
223,173.581,0.61834,0.66661,0.89827,0.87868,0.92766,0.96197,0.80909,0.63494,0.7271,0.89379,0.000805781,0.000805781,0.000805781
224,174.398,0.78044,0.8492,0.90261,0.89237,0.92389,0.96642,0.81488,0.60359,0.70519,0.88458,0.000804406,0.000804406,0.000804406
225,175.151,0.7165,0.69257,0.95815,0.89237,0.92389,0.96642,0.81488,0.60359,0.70519,0.88458,0.000803031,0.000803031,0.000803031
226,175.916,0.74744,0.74955,0.92575,0.89237,0.92389,0.96642,0.81488,0.60359,0.70519,0.88458,0.000801656,0.000801656,0.000801656
227,176.672,0.68715,0.69385,0.90755,0.89237,0.92389,0.96642,0.81488,0.60359,0.70519,0.88458,0.000800281,0.000800281,0.000800281
228,177.435,0.62234,0.75983,0.92723,0.87733,0.90998,0.96082,0.82024,0.60421,0.68427,0.88511,0.000798906,0.000798906,0.000798906
229,178.196,0.65192,0.6868,0.91727,0.87733,0.90998,0.96082,0.82024,0.60421,0.68427,0.88511,0.000797531,0.000797531,0.000797531
230,178.939,0.63938,0.74721,0.96449,0.87733,0.90998,0.96082,0.82024,0.60421,0.68427,0.88511,0.000796156,0.000796156,0.000796156
231,179.707,0.67137,0.71921,0.92164,0.87733,0.90998,0.96082,0.82024,0.60421,0.68427,0.88511,0.000794782,0.000794782,0.000794782
232,180.504,0.70429,0.73556,0.91302,0.90376,0.89574,0.96341,0.82735,0.60257,0.66791,0.8891,0.000793407,0.000793407,0.000793407
233,181.301,0.74998,0.76766,0.99014,0.90376,0.89574,0.96341,0.82735,0.60257,0.66791,0.8891,0.000792032,0.000792032,0.000792032
234,182.094,0.58695,0.69545,0.93662,0.90376,0.89574,0.96341,0.82735,0.60257,0.66791,0.8891,0.000790657,0.000790657,0.000790657
235,182.891,0.73986,0.75325,0.93735,0.90376,0.89574,0.96341,0.82735,0.60257,0.66791,0.8891,0.000789282,0.000789282,0.000789282
236,183.703,0.72542,0.76591,0.98517,0.92248,0.88512,0.96263,0.8236,0.57939,0.65264,0.89105,0.000787907,0.000787907,0.000787907
237,184.55,0.60243,0.65871,0.90953,0.92248,0.88512,0.96263,0.8236,0.57939,0.65264,0.89105,0.000786532,0.000786532,0.000786532
238,185.387,0.6005,0.66747,0.91299,0.92248,0.88512,0.96263,0.8236,0.57939,0.65264,0.89105,0.000785158,0.000785158,0.000785158
239,186.269,0.68019,0.70318,0.91665,0.92248,0.88512,0.96263,0.8236,0.57939,0.65264,0.89105,0.000783783,0.000783783,0.000783783
240,187.193,0.70284,0.69298,0.93658,0.96334,0.87185,0.96943,0.82687,0.58202,0.64889,0.89139,0.000782408,0.000782408,0.000782408
241,188.095,0.76535,0.73238,0.92431,0.96334,0.87185,0.96943,0.82687,0.58202,0.64889,0.89139,0.000781033,0.000781033,0.000781033
242,188.951,0.64691,0.66818,0.91546,0.96334,0.87185,0.96943,0.82687,0.58202,0.64889,0.89139,0.000779658,0.000779658,0.000779658
243,189.809,0.61024,0.70277,0.9112,0.96334,0.87185,0.96943,0.82687,0.58202,0.64889,0.89139,0.000778283,0.000778283,0.000778283
244,190.678,0.67497,0.72396,0.92959,0.90024,0.91924,0.97084,0.82772,0.56881,0.66197,0.88665,0.000776908,0.000776908,0.000776908
245,191.504,0.58313,0.68683,0.88985,0.90024,0.91924,0.97084,0.82772,0.56881,0.66197,0.88665,0.000775534,0.000775534,0.000775534
246,192.341,0.65269,0.69248,0.94061,0.90024,0.91924,0.97084,0.82772,0.56881,0.66197,0.88665,0.000774159,0.000774159,0.000774159
247,193.21,0.66851,0.70726,0.90729,0.90024,0.91924,0.97084,0.82772,0.56881,0.66197,0.88665,0.000772784,0.000772784,0.000772784
248,194.109,0.61235,0.7682,0.92709,0.95924,0.87608,0.96934,0.82636,0.58012,0.66185,0.89041,0.000771409,0.000771409,0.000771409
249,194.985,0.72586,0.72295,0.88917,0.95924,0.87608,0.96934,0.82636,0.58012,0.66185,0.89041,0.000770034,0.000770034,0.000770034
250,195.832,0.56155,0.66721,0.88592,0.95924,0.87608,0.96934,0.82636,0.58012,0.66185,0.89041,0.000768659,0.000768659,0.000768659
251,196.667,0.5534,0.66422,0.89088,0.95924,0.87608,0.96934,0.82636,0.58012,0.66185,0.89041,0.000767284,0.000767284,0.000767284
252,197.537,0.70068,0.76631,0.9485,0.90322,0.91531,0.97561,0.83311,0.56538,0.64108,0.88714,0.00076591,0.00076591,0.00076591
253,198.416,0.56749,0.63227,0.90539,0.90322,0.91531,0.97561,0.83311,0.56538,0.64108,0.88714,0.000764535,0.000764535,0.000764535
254,199.187,0.63935,0.7164,0.92298,0.90322,0.91531,0.97561,0.83311,0.56538,0.64108,0.88714,0.00076316,0.00076316,0.00076316
255,199.978,0.61088,0.69108,0.89388,0.90322,0.91531,0.97561,0.83311,0.56538,0.64108,0.88714,0.000761785,0.000761785,0.000761785
256,200.751,0.55942,0.68283,0.93395,0.90436,0.93424,0.9763,0.82705,0.58629,0.63881,0.88609,0.00076041,0.00076041,0.00076041
257,201.506,0.66886,0.6639,0.89481,0.90436,0.93424,0.9763,0.82705,0.58629,0.63881,0.88609,0.000759035,0.000759035,0.000759035
258,202.25,0.62754,0.68542,0.92274,0.90436,0.93424,0.9763,0.82705,0.58629,0.63881,0.88609,0.00075766,0.00075766,0.00075766
259,202.991,0.55749,0.68473,0.91827,0.90436,0.93424,0.9763,0.82705,0.58629,0.63881,0.88609,0.000756285,0.000756285,0.000756285
260,203.749,0.53395,0.68637,0.92181,0.90095,0.93423,0.97571,0.82964,0.57426,0.63381,0.8813,0.000754911,0.000754911,0.000754911
261,204.502,0.68185,0.73021,0.9384,0.90095,0.93423,0.97571,0.82964,0.57426,0.63381,0.8813,0.000753536,0.000753536,0.000753536
262,205.246,0.64369,0.67462,0.96299,0.90095,0.93423,0.97571,0.82964,0.57426,0.63381,0.8813,0.000752161,0.000752161,0.000752161
263,205.987,0.62101,0.62671,0.89992,0.90095,0.93423,0.97571,0.82964,0.57426,0.63381,0.8813,0.000750786,0.000750786,0.000750786
264,206.732,0.61334,0.67731,0.90979,0.88752,0.9303,0.97681,0.84516,0.55622,0.63111,0.87615,0.000749411,0.000749411,0.000749411
265,207.474,0.55239,0.62071,0.92427,0.88752,0.9303,0.97681,0.84516,0.55622,0.63111,0.87615,0.000748036,0.000748036,0.000748036
266,208.241,0.69043,0.71707,0.93484,0.88752,0.9303,0.97681,0.84516,0.55622,0.63111,0.87615,0.000746661,0.000746661,0.000746661
267,209.02,0.73468,0.69041,0.92702,0.88752,0.9303,0.97681,0.84516,0.55622,0.63111,0.87615,0.000745287,0.000745287,0.000745287
268,209.81,0.57563,0.68839,0.90607,0.90373,0.89742,0.97409,0.84014,0.56496,0.63823,0.87655,0.000743912,0.000743912,0.000743912
269,210.56,0.65099,0.67735,0.94036,0.90373,0.89742,0.97409,0.84014,0.56496,0.63823,0.87655,0.000742537,0.000742537,0.000742537
270,211.319,0.70354,0.72517,0.91805,0.90373,0.89742,0.97409,0.84014,0.56496,0.63823,0.87655,0.000741162,0.000741162,0.000741162
271,212.066,0.64214,0.66507,0.90032,0.90373,0.89742,0.97409,0.84014,0.56496,0.63823,0.87655,0.000739787,0.000739787,0.000739787
272,212.853,0.66941,0.70916,0.9327,0.90942,0.88466,0.97203,0.82865,0.58199,0.64717,0.8821,0.000738412,0.000738412,0.000738412
273,213.593,0.55562,0.64776,0.89096,0.90942,0.88466,0.97203,0.82865,0.58199,0.64717,0.8821,0.000737037,0.000737037,0.000737037
274,214.336,0.5919,0.63982,0.91352,0.90942,0.88466,0.97203,0.82865,0.58199,0.64717,0.8821,0.000735663,0.000735663,0.000735663
275,215.078,0.57397,0.61188,0.91511,0.90942,0.88466,0.97203,0.82865,0.58199,0.64717,0.8821,0.000734288,0.000734288,0.000734288
276,215.843,0.64894,0.66237,0.90034,0.94177,0.87561,0.97345,0.82573,0.57941,0.63805,0.8807,0.000732913,0.000732913,0.000732913
277,216.59,0.74878,0.83217,0.97575,0.94177,0.87561,0.97345,0.82573,0.57941,0.63805,0.8807,0.000731538,0.000731538,0.000731538
278,217.342,0.64534,0.67558,0.91161,0.94177,0.87561,0.97345,0.82573,0.57941,0.63805,0.8807,0.000730163,0.000730163,0.000730163
279,218.088,0.64529,0.67234,0.93905,0.94177,0.87561,0.97345,0.82573,0.57941,0.63805,0.8807,0.000728788,0.000728788,0.000728788
280,218.855,0.64867,0.67311,0.95791,0.94118,0.87143,0.97086,0.8332,0.57635,0.63318,0.87976,0.000727413,0.000727413,0.000727413
281,219.602,0.52399,0.69144,0.90813,0.94118,0.87143,0.97086,0.8332,0.57635,0.63318,0.87976,0.000726038,0.000726038,0.000726038
282,220.368,0.64615,0.70298,0.96876,0.94118,0.87143,0.97086,0.8332,0.57635,0.63318,0.87976,0.000724664,0.000724664,0.000724664
283,221.138,0.59844,0.65309,0.91774,0.94118,0.87143,0.97086,0.8332,0.57635,0.63318,0.87976,0.000723289,0.000723289,0.000723289
284,221.941,0.65625,0.65708,0.90208,0.87248,0.94395,0.96902,0.8449,0.55786,0.64468,0.87794,0.000721914,0.000721914,0.000721914
285,222.72,0.60207,0.62003,0.88523,0.87248,0.94395,0.96902,0.8449,0.55786,0.64468,0.87794,0.000720539,0.000720539,0.000720539
286,223.49,0.578,0.63213,0.88556,0.87248,0.94395,0.96902,0.8449,0.55786,0.64468,0.87794,0.000719164,0.000719164,0.000719164
287,224.241,0.55467,0.63005,0.90777,0.87248,0.94395,0.96902,0.8449,0.55786,0.64468,0.87794,0.000717789,0.000717789,0.000717789
288,225.016,0.79127,0.79395,0.94516,0.90896,0.90881,0.97417,0.84386,0.56164,0.65699,0.8802,0.000716414,0.000716414,0.000716414
289,225.781,0.70826,0.69248,0.92444,0.90896,0.90881,0.97417,0.84386,0.56164,0.65699,0.8802,0.00071504,0.00071504,0.00071504
290,226.557,0.68649,0.73371,0.95647,0.90896,0.90881,0.97417,0.84386,0.56164,0.65699,0.8802,0.000713665,0.000713665,0.000713665
291,227.318,0.70366,0.71142,0.94629,0.90896,0.90881,0.97417,0.84386,0.56164,0.65699,0.8802,0.00071229,0.00071229,0.00071229
292,228.12,0.63169,0.66572,0.90299,0.94136,0.87947,0.97273,0.83317,0.55321,0.65125,0.87637,0.000710915,0.000710915,0.000710915
293,228.911,0.62716,0.65332,0.94524,0.94136,0.87947,0.97273,0.83317,0.55321,0.65125,0.87637,0.00070954,0.00070954,0.00070954
294,229.688,0.62069,0.63291,0.94348,0.94136,0.87947,0.97273,0.83317,0.55321,0.65125,0.87637,0.000708165,0.000708165,0.000708165
295,230.468,0.67881,0.67028,0.90789,0.94136,0.87947,0.97273,0.83317,0.55321,0.65125,0.87637,0.00070679,0.00070679,0.00070679
296,231.272,0.66224,0.66942,0.92373,0.91075,0.9051,0.97067,0.83221,0.56421,0.64619,0.87777,0.000705416,0.000705416,0.000705416
297,232.03,0.55818,0.6623,0.93027,0.91075,0.9051,0.97067,0.83221,0.56421,0.64619,0.87777,0.000704041,0.000704041,0.000704041
298,232.807,0.64741,0.72138,0.89564,0.91075,0.9051,0.97067,0.83221,0.56421,0.64619,0.87777,0.000702666,0.000702666,0.000702666
299,233.585,0.61332,0.67881,0.91461,0.91075,0.9051,0.97067,0.83221,0.56421,0.64619,0.87777,0.000701291,0.000701291,0.000701291
300,234.347,0.52958,0.62191,0.88444,0.96127,0.88288,0.97184,0.82806,0.56207,0.62707,0.87921,0.000699916,0.000699916,0.000699916
301,235.078,0.67995,0.76488,0.99717,0.96127,0.88288,0.97184,0.82806,0.56207,0.62707,0.87921,0.000698541,0.000698541,0.000698541
302,235.851,0.525,0.63449,0.90394,0.96127,0.88288,0.97184,0.82806,0.56207,0.62707,0.87921,0.000697166,0.000697166,0.000697166
303,236.616,0.58187,0.59328,0.8944,0.96127,0.88288,0.97184,0.82806,0.56207,0.62707,0.87921,0.000695792,0.000695792,0.000695792
304,237.409,0.65686,0.63475,0.95377,0.96853,0.87824,0.97773,0.83692,0.55128,0.59882,0.87668,0.000694417,0.000694417,0.000694417
305,238.205,0.67068,0.64828,0.89535,0.96853,0.87824,0.97773,0.83692,0.55128,0.59882,0.87668,0.000693042,0.000693042,0.000693042
306,239.107,0.6737,0.66875,0.90508,0.96853,0.87824,0.97773,0.83692,0.55128,0.59882,0.87668,0.000691667,0.000691667,0.000691667
307,239.863,0.56654,0.61469,0.90621,0.96853,0.87824,0.97773,0.83692,0.55128,0.59882,0.87668,0.000690292,0.000690292,0.000690292
308,240.647,0.61989,0.64184,0.91048,0.8925,0.94231,0.97527,0.84459,0.5411,0.58408,0.87388,0.000688917,0.000688917,0.000688917
309,241.404,0.62006,0.68721,0.91785,0.8925,0.94231,0.97527,0.84459,0.5411,0.58408,0.87388,0.000687542,0.000687542,0.000687542
310,242.207,0.62765,0.63867,0.90932,0.8925,0.94231,0.97527,0.84459,0.5411,0.58408,0.87388,0.000686167,0.000686167,0.000686167
311,242.952,0.64476,0.83509,0.93512,0.8925,0.94231,0.97527,0.84459,0.5411,0.58408,0.87388,0.000684793,0.000684793,0.000684793
312,243.748,0.60247,0.62796,0.88648,0.91464,0.89798,0.97473,0.85168,0.53979,0.58132,0.87389,0.000683418,0.000683418,0.000683418
313,244.559,0.58416,0.64074,0.91043,0.91464,0.89798,0.97473,0.85168,0.53979,0.58132,0.87389,0.000682043,0.000682043,0.000682043
314,245.345,0.65852,0.68755,0.90211,0.91464,0.89798,0.97473,0.85168,0.53979,0.58132,0.87389,0.000680668,0.000680668,0.000680668
315,246.133,0.57086,0.59129,0.88405,0.91464,0.89798,0.97473,0.85168,0.53979,0.58132,0.87389,0.000679293,0.000679293,0.000679293
316,246.93,0.69785,0.70784,0.8959,0.91454,0.89691,0.97299,0.84122,0.54322,0.58977,0.87569,0.000677918,0.000677918,0.000677918
317,247.687,0.63242,0.74207,0.95934,0.91454,0.89691,0.97299,0.84122,0.54322,0.58977,0.87569,0.000676543,0.000676543,0.000676543
318,248.485,0.68437,0.63595,0.9192,0.91454,0.89691,0.97299,0.84122,0.54322,0.58977,0.87569,0.000675169,0.000675169,0.000675169
319,249.27,0.59499,0.60652,0.90698,0.91454,0.89691,0.97299,0.84122,0.54322,0.58977,0.87569,0.000673794,0.000673794,0.000673794
320,250.075,0.66942,0.64067,0.93501,0.89786,0.9273,0.9689,0.84124,0.55057,0.59497,0.87512,0.000672419,0.000672419,0.000672419
321,250.816,0.63286,0.67948,0.92177,0.89786,0.9273,0.9689,0.84124,0.55057,0.59497,0.87512,0.000671044,0.000671044,0.000671044
322,251.595,0.62501,0.65513,0.91139,0.89786,0.9273,0.9689,0.84124,0.55057,0.59497,0.87512,0.000669669,0.000669669,0.000669669
323,252.369,0.56487,0.64006,0.93152,0.89786,0.9273,0.9689,0.84124,0.55057,0.59497,0.87512,0.000668294,0.000668294,0.000668294
324,253.155,0.67932,0.70604,0.89704,0.96436,0.86543,0.97178,0.8435,0.54794,0.60144,0.87233,0.000666919,0.000666919,0.000666919
325,253.903,0.67452,0.67562,0.9457,0.96436,0.86543,0.97178,0.8435,0.54794,0.60144,0.87233,0.000665545,0.000665545,0.000665545
326,254.671,0.62343,0.66196,0.89286,0.96436,0.86543,0.97178,0.8435,0.54794,0.60144,0.87233,0.00066417,0.00066417,0.00066417
327,255.436,0.56765,0.60914,0.90368,0.96436,0.86543,0.97178,0.8435,0.54794,0.60144,0.87233,0.000662795,0.000662795,0.000662795
328,256.221,0.6165,0.65732,0.87762,0.90432,0.93198,0.97549,0.84505,0.54319,0.60718,0.87177,0.00066142,0.00066142,0.00066142
329,257.014,0.70021,0.7074,0.92218,0.90432,0.93198,0.97549,0.84505,0.54319,0.60718,0.87177,0.000660045,0.000660045,0.000660045
330,257.78,0.5974,0.67093,0.90402,0.90432,0.93198,0.97549,0.84505,0.54319,0.60718,0.87177,0.00065867,0.00065867,0.00065867
331,258.532,0.49653,0.61062,0.90755,0.90432,0.93198,0.97549,0.84505,0.54319,0.60718,0.87177,0.000657295,0.000657295,0.000657295
332,259.399,0.58067,0.69601,0.89161,0.91366,0.92744,0.97272,0.84542,0.52662,0.59109,0.86729,0.000655921,0.000655921,0.000655921
333,260.259,0.50455,0.67907,0.87696,0.91366,0.92744,0.97272,0.84542,0.52662,0.59109,0.86729,0.000654546,0.000654546,0.000654546
334,261.134,0.51337,0.59326,0.8981,0.91366,0.92744,0.97272,0.84542,0.52662,0.59109,0.86729,0.000653171,0.000653171,0.000653171
335,261.97,0.59223,0.66223,0.89787,0.91366,0.92744,0.97272,0.84542,0.52662,0.59109,0.86729,0.000651796,0.000651796,0.000651796
336,262.807,0.57694,0.60658,0.91638,0.90156,0.92547,0.97356,0.85306,0.52108,0.58063,0.86589,0.000650421,0.000650421,0.000650421
337,263.665,0.66214,0.63405,0.88986,0.90156,0.92547,0.97356,0.85306,0.52108,0.58063,0.86589,0.000649046,0.000649046,0.000649046
338,264.517,0.56855,0.5938,0.91091,0.90156,0.92547,0.97356,0.85306,0.52108,0.58063,0.86589,0.000647671,0.000647671,0.000647671
339,265.333,0.56456,0.64579,0.93553,0.90156,0.92547,0.97356,0.85306,0.52108,0.58063,0.86589,0.000646296,0.000646296,0.000646296
340,266.23,0.52718,0.64677,0.93031,0.91412,0.92999,0.97063,0.85225,0.51729,0.5751,0.8675,0.000644922,0.000644922,0.000644922
341,267.04,0.5682,0.63008,0.90328,0.91412,0.92999,0.97063,0.85225,0.51729,0.5751,0.8675,0.000643547,0.000643547,0.000643547
342,267.897,0.59509,0.58059,0.92089,0.91412,0.92999,0.97063,0.85225,0.51729,0.5751,0.8675,0.000642172,0.000642172,0.000642172
343,268.773,0.53121,0.60558,0.88632,0.91412,0.92999,0.97063,0.85225,0.51729,0.5751,0.8675,0.000640797,0.000640797,0.000640797
344,269.627,0.46661,0.57844,0.8854,0.91476,0.92583,0.96678,0.85263,0.5169,0.57786,0.86805,0.000639422,0.000639422,0.000639422
345,270.436,0.52192,0.60893,0.88771,0.91476,0.92583,0.96678,0.85263,0.5169,0.57786,0.86805,0.000638047,0.000638047,0.000638047
346,271.237,0.56529,0.62711,0.91427,0.91476,0.92583,0.96678,0.85263,0.5169,0.57786,0.86805,0.000636672,0.000636672,0.000636672
347,272.054,0.56749,0.59965,0.88604,0.91476,0.92583,0.96678,0.85263,0.5169,0.57786,0.86805,0.000635298,0.000635298,0.000635298
348,272.893,0.57217,0.63305,0.89824,0.889,0.94759,0.9667,0.84934,0.5212,0.56936,0.86775,0.000633923,0.000633923,0.000633923
349,273.739,0.60564,0.80517,0.86888,0.889,0.94759,0.9667,0.84934,0.5212,0.56936,0.86775,0.000632548,0.000632548,0.000632548
350,274.562,0.63521,0.65127,0.92298,0.889,0.94759,0.9667,0.84934,0.5212,0.56936,0.86775,0.000631173,0.000631173,0.000631173
351,275.386,0.51886,0.5946,0.89823,0.889,0.94759,0.9667,0.84934,0.5212,0.56936,0.86775,0.000629798,0.000629798,0.000629798
352,276.255,0.65672,0.65923,0.94884,0.90063,0.95383,0.97186,0.85495,0.51568,0.56092,0.86586,0.000628423,0.000628423,0.000628423
353,277.114,0.47406,0.58615,0.87484,0.90063,0.95383,0.97186,0.85495,0.51568,0.56092,0.86586,0.000627048,0.000627048,0.000627048
354,277.976,0.58961,0.61148,0.89227,0.90063,0.95383,0.97186,0.85495,0.51568,0.56092,0.86586,0.000625674,0.000625674,0.000625674
355,278.817,0.51297,0.58651,0.91898,0.90063,0.95383,0.97186,0.85495,0.51568,0.56092,0.86586,0.000624299,0.000624299,0.000624299
356,279.702,0.54288,0.62562,0.89957,0.88715,0.96221,0.97337,0.85605,0.50917,0.56247,0.86135,0.000622924,0.000622924,0.000622924
357,280.547,0.6256,0.62633,0.92347,0.88715,0.96221,0.97337,0.85605,0.50917,0.56247,0.86135,0.000621549,0.000621549,0.000621549
358,281.39,0.52781,0.63287,0.93951,0.88715,0.96221,0.97337,0.85605,0.50917,0.56247,0.86135,0.000620174,0.000620174,0.000620174
359,282.257,0.67836,0.66569,0.87964,0.88715,0.96221,0.97337,0.85605,0.50917,0.56247,0.86135,0.000618799,0.000618799,0.000618799
360,283.098,0.57904,0.65987,0.94148,0.89223,0.94887,0.97125,0.85678,0.50463,0.57339,0.85972,0.000617424,0.000617424,0.000617424
361,283.938,0.5551,0.60532,0.90513,0.89223,0.94887,0.97125,0.85678,0.50463,0.57339,0.85972,0.000616049,0.000616049,0.000616049
362,284.836,0.60723,0.6886,0.9187,0.89223,0.94887,0.97125,0.85678,0.50463,0.57339,0.85972,0.000614675,0.000614675,0.000614675
363,285.698,0.55882,0.62439,0.90309,0.89223,0.94887,0.97125,0.85678,0.50463,0.57339,0.85972,0.0006133,0.0006133,0.0006133
364,286.566,0.56036,0.69637,0.91335,0.89563,0.94117,0.97035,0.85587,0.51263,0.59105,0.86084,0.000611925,0.000611925,0.000611925
365,287.574,0.60684,0.64889,0.87753,0.89563,0.94117,0.97035,0.85587,0.51263,0.59105,0.86084,0.00061055,0.00061055,0.00061055
366,288.367,0.61909,0.66296,0.91781,0.89563,0.94117,0.97035,0.85587,0.51263,0.59105,0.86084,0.000609175,0.000609175,0.000609175
367,289.203,0.5323,0.61716,0.90114,0.89563,0.94117,0.97035,0.85587,0.51263,0.59105,0.86084,0.0006078,0.0006078,0.0006078
368,290.05,0.61964,0.65384,0.91689,0.92031,0.91858,0.97231,0.85764,0.50758,0.58471,0.86184,0.000606425,0.000606425,0.000606425
369,290.971,0.56919,0.65843,0.89527,0.92031,0.91858,0.97231,0.85764,0.50758,0.58471,0.86184,0.000605051,0.000605051,0.000605051
370,291.817,0.52407,0.63892,0.90271,0.92031,0.91858,0.97231,0.85764,0.50758,0.58471,0.86184,0.000603676,0.000603676,0.000603676
371,292.689,0.59526,0.64599,0.89368,0.92031,0.91858,0.97231,0.85764,0.50758,0.58471,0.86184,0.000602301,0.000602301,0.000602301
